Latitude,Longitude,Time
23.50397,87.3079416667,17:01:46
23.50391,87.30791,17:01:47
23.5038533333,87.3078766667,17:01:48
23.5038033333,87.307845,17:01:49
23.5037583333,87.3078283333,17:01:50
23.503735,87.3078116667,17:01:51
23.5037066667,87.307795,17:01:52
23.5036933333,87.307795,17:01:53
23.503685,87.3077783333,17:01:54
23.50369,87.3077783333,17:01:55
23.50369,87.307795,17:01:56
23.5036933333,87.307795,17:01:57
23.5036933333,87.307795,17:01:58
23.5036933333,87.307795,17:01:59
23.5036933333,87.307795,17:02:00
23.5036933333,87.307795,17:02:01
23.5036933333,87.307795,17:02:02
23.5036933333,87.307795,17:02:03
23.5036933333,87.307795,17:02:04
23.5036933333,87.307795,17:02:05
23.5036933333,87.307795,17:02:06
23.5036933333,87.307795,17:02:07
23.5036933333,87.307795,17:02:08
23.5036933333,87.307795,17:02:09
23.5036933333,87.307795,17:02:10
23.5036933333,87.307795,17:02:11
23.5036933333,87.307795,17:02:12
23.5036933333,87.307795,17:02:13
23.5036933333,87.307795,17:02:14
23.5036933333,87.307795,17:02:15
23.5036933333,87.307795,17:02:16
23.503685,87.3077783333,17:02:17
23.503685,87.3077783333,17:02:18
23.5036783333,87.3077783333,17:02:19
23.5036616667,87.3077633333,17:02:20
23.5036416667,87.3077466667,17:02:21
23.5036116667,87.30773,17:02:22
23.5035833333,87.3077133333,17:02:23
23.5035516667,87.3076816667,17:02:24
23.503515,87.307665,17:02:25
23.5034733333,87.3076333333,17:02:26
23.50343,87.3076166667,17:02:27
23.5033883333,87.3075833333,17:02:28
23.50334,87.3075516667,17:02:29
23.5032916667,87.307535,17:02:30
23.5032383333,87.3075016667,17:02:31
23.503185,87.30747,17:02:32
23.5031283333,87.3074366667,17:02:33
23.5030716667,87.307405,17:02:34
23.5030066667,87.3073716667,17:02:35
23.5029366667,87.3073566667,17:02:36
23.5028683333,87.30734,17:02:37
23.5028033333,87.3073233333,17:02:38
23.5027416667,87.3073066667,17:02:39
23.5026883333,87.307275,17:02:40
23.50264,87.307225,17:02:41
23.5025916667,87.3071766667,17:02:42
23.5025416667,87.3071283333,17:02:43
23.5024933333,87.3070633333,17:02:44
23.50244,87.3070133333,17:02:45
23.5023833333,87.306965,17:02:46
23.5023266667,87.3069333333,17:02:47
23.50227,87.3069,17:02:48
23.5022133333,87.3068516667,17:02:49
23.5021516667,87.3068183333,17:02:50
23.5020866667,87.3067866667,17:02:51
23.5020166667,87.3067533333,17:02:52
23.5019483333,87.306705,17:02:53
23.501875,87.3066716667,17:02:54
23.501805,87.3066233333,17:02:55
23.5017333333,87.306575,17:02:56
23.5016516667,87.3065266667,17:02:57
23.50157,87.3064766667,17:02:58
23.5014916667,87.3064283333,17:02:59
23.5014116667,87.30638,17:03:00
23.5013333333,87.30633,17:03:01
23.5012566667,87.3062816667,17:03:02
23.5011833333,87.3062333333,17:03:03
23.50111,87.3062,17:03:04
23.5010416667,87.3061683333,17:03:05
23.5009683333,87.306135,17:03:06
23.5008983333,87.3061033333,17:03:07
23.50083,87.30607,17:03:08
23.50076,87.3060533333,17:03:09
23.500695,87.3060216667,17:03:10
23.5006333333,87.306005,17:03:11
23.5005816667,87.306005,17:03:12
23.5005283333,87.3059883333,17:03:13
23.500475,87.306005,17:03:14
23.50043,87.306005,17:03:15
23.5003933333,87.3060216667,17:03:16
23.5003616667,87.3060383333,17:03:17
23.5003333333,87.3060533333,17:03:18
23.5003166667,87.3060533333,17:03:19
23.500305,87.30607,17:03:20
23.5003,87.30607,17:03:21
23.5003,87.30607,17:03:22
23.5003,87.30607,17:03:23
23.5002966667,87.30607,17:03:24
23.5002833333,87.30607,17:03:25
23.5002633333,87.3060866667,17:03:26
23.50024,87.3061033333,17:03:27
23.50021,87.3061183333,17:03:28
23.5001783333,87.3061516667,17:03:29
23.500145,87.3061833333,17:03:30
23.5001166667,87.3062333333,17:03:31
23.5000883333,87.3062983333,17:03:32
23.500065,87.3063466667,17:03:33
23.500035,87.3064116667,17:03:34
23.5000116667,87.3064933333,17:03:35
23.4999833333,87.306575,17:03:36
23.499955,87.3066566667,17:03:37
23.4999216667,87.3067366667,17:03:38
23.4998933333,87.306835,17:03:39
23.49986,87.3069166667,17:03:40
23.499825,87.3070133333,17:03:41
23.4997916667,87.3071116667,17:03:42
23.499755,87.307225,17:03:43
23.499715,87.3073233333,17:03:44
23.4996783333,87.3074366667,17:03:45
23.4996366667,87.3075683333,17:03:46
23.4995916667,87.3076816667,17:03:47
23.4995516667,87.307795,17:03:48
23.4995066667,87.307925,17:03:49
23.4994583333,87.30804,17:03:50
23.4994133333,87.3081533333,17:03:51
23.4993733333,87.3082833333,17:03:52
23.4993283333,87.3083983333,17:03:53
23.4992916667,87.3085116667,17:03:54
23.49925,87.308625,17:03:55
23.4992133333,87.30874,17:03:56
23.4991733333,87.3088533333,17:03:57
23.4991316667,87.3089666667,17:03:58
23.4990966667,87.3090816667,17:03:59
23.4990516667,87.3091783333,17:04:00
23.4990016667,87.3092933333,17:04:01
23.4989583333,87.30939,17:04:02
23.498905,87.3094883333,17:04:03
23.4988516667,87.309585,17:04:04
23.4988033333,87.3096833333,17:04:05
23.4987533333,87.3097816667,17:04:06
23.498705,87.3098783333,17:04:07
23.4986516667,87.3099766667,17:04:08
23.498595,87.3100733333,17:04:09
23.4985383333,87.310155,17:04:10
23.4984816667,87.3102533333,17:04:11
23.498425,87.310335,17:04:12
23.4983666667,87.3104316667,17:04:13
23.49831,87.31053,17:04:14
23.4982583333,87.3106116667,17:04:15
23.4982,87.3107083333,17:04:16
23.4981433333,87.3108066667,17:04:17
23.49809,87.3108883333,17:04:18
23.4980333333,87.310985,17:04:19
23.4979816667,87.3110666667,17:04:20
23.4979233333,87.311165,17:04:21
23.4978716667,87.3112466667,17:04:22
23.4978183333,87.3113433333,17:04:23
23.49777,87.311425,17:04:24
23.4977116667,87.3115233333,17:04:25
23.49766,87.3116033333,17:04:26
23.4976066667,87.3117016667,17:04:27
23.4975583333,87.3117833333,17:04:28
23.497505,87.31188,17:04:29
23.4974566667,87.3119616667,17:04:30
23.4974033333,87.3120433333,17:04:31
23.497355,87.3121416667,17:04:32
23.4973016667,87.3122216667,17:04:33
23.4972533333,87.3123033333,17:04:34
23.4972033333,87.3124016667,17:04:35
23.497155,87.3124833333,17:04:36
23.4971066667,87.312565,17:04:37
23.4970533333,87.312645,17:04:38
23.497005,87.3127266667,17:04:39
23.496955,87.3128083333,17:04:40
23.4969066667,87.31289,17:04:41
23.4968616667,87.3129716667,17:04:42
23.4968133333,87.3130533333,17:04:43
23.4967683333,87.3131333333,17:04:44
23.49672,87.3131983333,17:04:45
23.496675,87.31328,17:04:46
23.4966333333,87.3133616667,17:04:47
23.4965966667,87.31341,17:04:48
23.4965733333,87.31346,17:04:49
23.4965533333,87.3135083333,17:04:50
23.4965366667,87.313525,17:04:51
23.496525,87.3135416667,17:04:52
23.4965166667,87.3135566667,17:04:53
23.4965166667,87.3135566667,17:04:54
23.49652,87.3135566667,17:04:55
23.49652,87.3135566667,17:04:56
23.4965166667,87.3135566667,17:04:57
23.4965033333,87.3135733333,17:04:58
23.4964883333,87.3136066667,17:04:59
23.4964666667,87.3136383333,17:05:00
23.4964433333,87.3136716667,17:05:01
23.4964183333,87.31372,17:05:02
23.4963933333,87.3137683333,17:05:03
23.496365,87.3138016667,17:05:04
23.4963416667,87.31385,17:05:05
23.4963133333,87.3138983333,17:05:06
23.4962916667,87.3139483333,17:05:07
23.4962716667,87.3139966667,17:05:08
23.4962516667,87.3140283333,17:05:09
23.4962183333,87.3140783333,17:05:10
23.4961866667,87.3141266667,17:05:11
23.49615,87.314175,17:05:12
23.496105,87.31424,17:05:13
23.49606,87.314305,17:05:14
23.4960116667,87.3143866667,17:05:15
23.4959633333,87.3144516667,17:05:16
23.4959133333,87.3145166667,17:05:17
23.4958683333,87.3145833333,17:05:18
23.495825,87.3146633333,17:05:19
23.49578,87.3147133333,17:05:20
23.4957466667,87.3147783333,17:05:21
23.4957183333,87.3148266667,17:05:22
23.4956983333,87.314875,17:05:23
23.4956866667,87.3149083333,17:05:24
23.4956783333,87.3149566667,17:05:25
23.49567,87.315005,17:05:26
23.4956616667,87.315055,17:05:27
23.49565,87.3151033333,17:05:28
23.4956416667,87.3151366667,17:05:29
23.4956283333,87.315185,17:05:30
23.4956166667,87.3152333333,17:05:31
23.495605,87.3152983333,17:05:32
23.4955883333,87.3153633333,17:05:33
23.4955716667,87.3154283333,17:05:34
23.495555,87.3154783333,17:05:35
23.4955483333,87.3155266667,17:05:36
23.495535,87.315575,17:05:37
23.4955233333,87.3156083333,17:05:38
23.4955116667,87.3156566667,17:05:39
23.4954983333,87.315705,17:05:40
23.4954833333,87.3157383333,17:05:41
23.4954666667,87.3157866667,17:05:42
23.4954466667,87.31582,17:05:43
23.495425,87.3158683333,17:05:44
23.4954016667,87.3159166667,17:05:45
23.4953816667,87.3159666667,17:05:46
23.49536,87.316015,17:05:47
23.4953366667,87.3160633333,17:05:48
23.495315,87.3161116667,17:05:49
23.4952916667,87.3161616667,17:05:50
23.4952633333,87.31621,17:05:51
23.4952383333,87.3162433333,17:05:52
23.4952133333,87.316275,17:05:53
23.4951983333,87.3163083333,17:05:54
