,zone_class,time_level,next_stop_distance,total_waiting_time,wifi_count,honks,Population_class,rsi,week_class,bus_stop,latitude,longitude
163,0.0,4.0,383.806599261,2.0,1.0,0.0,1.0,1.7628387600000004,0.0,0.0,23.49649977,87.31365892
522,1.0,3.0,416.829972431,7.0,4.0,0.0,0.0,8.15748423888889,1.0,1.0,23.54818866,87.28372208
575,1.0,3.0,29.0217268128,1.0,77.0,2.0,0.0,7.9135436000000015,0.0,0.0,23.5391405,87.29333133
266,1.0,4.0,250.195877148,3.0,0.0,1.0,1.0,7.555007925,1.0,1.0,23.54531108,87.2812832
148,1.0,4.0,251.479329183,1.0,0.0,0.0,1.0,11.44738,0.0,1.0,23.53913876,87.29423503
1633,0.0,4.0,32.0969674286,9.0,8.0,9.0,1.0,8.872065735294116,0.0,0.0,23.49389584,87.31673298
1196,1.0,2.0,93.2138455225,1.0,0.0,0.0,1.0,10.140144,0.0,0.0,23.52726424,87.31112798
1335,1.0,1.0,41.9601773308,1.0,61.0,2.0,2.0,8.465400500000001,1.0,0.0,23.53914215,87.29342346
1325,1.0,4.0,284.535613511,1.0,0.0,0.0,1.0,5.88565065,1.0,0.0,23.55330798,87.28671202
306,1.0,4.0,279.095978886,1.0,0.0,2.0,1.0,8.636589,0.0,0.0,23.54877369,87.28410331
192,2.0,1.0,32.6756084704,0.0,0.0,0.0,1.0,10.611801,1.0,0.0,23.5640659,87.28353188
309,1.0,4.0,322.687366172,1.0,0.0,2.0,1.0,9.66370375,0.0,1.0,23.5437367,87.28445756
861,0.0,4.0,845.891950176,1.0,0.0,2.0,1.0,8.873611499999997,0.0,0.0,23.50006375,87.30633040000002
63,1.0,4.0,30.084672924,3.0,0.0,0.0,1.0,1.987492868333333,0.0,1.0,23.53932677,87.29311769
1302,0.0,4.0,24.4647458059,1.0,0.0,0.0,1.0,8.96459175,1.0,0.0,23.50000482,87.30638904
1673,1.0,1.0,158.57778595,1.0,27.0,1.0,2.0,11.023613000000001,0.0,1.0,23.54307053,87.29047161
1075,0.0,2.0,54.45075194060001,8.0,9.0,0.0,2.0,9.881575535714287,1.0,1.0,23.49468374,87.31689333
1244,1.0,1.0,222.90436164599998,1.0,0.0,0.0,2.0,8.518081500000001,0.0,0.0,23.54509161,87.28161521
982,1.0,4.0,164.114627726,1.0,0.0,0.0,1.0,8.6006775,0.0,0.0,23.54376406,87.28426431
518,2.0,3.0,564.39495758,16.0,3.0,0.0,1.0,8.614243884444445,1.0,1.0,23.56425542,87.28312299
949,1.0,3.0,440.57605268300006,1.0,17.0,0.0,0.0,8.510894500000001,0.0,1.0,23.5417375,87.28984495
432,1.0,2.0,74.8197868813,1.0,0.0,0.0,1.0,0.41490171,0.0,1.0,23.55118358,87.28602966
944,1.0,3.0,274.361053855,1.0,0.0,0.0,0.0,6.7703095,0.0,1.0,23.54713785,87.28276468
218,0.0,4.0,24.462300317399997,22.0,10.0,0.0,1.0,8.754384706666666,0.0,0.0,23.49334027,87.31652905
767,1.0,2.0,156.631808514,1.0,0.0,0.0,1.0,6.9103699999999995,0.0,1.0,23.5500927,87.28507338
286,1.0,1.0,195.63831131400002,17.0,3.0,0.0,2.0,9.55447245283019,0.0,0.0,23.53512398,87.29763951
490,0.0,4.0,74.2125277858,1.0,0.0,0.0,1.0,5.1877441,0.0,0.0,23.49992963,87.30647658
1351,0.0,4.0,340.59735023400003,6.0,7.0,0.0,1.0,8.65095513,0.0,0.0,23.49328218,87.31626653
413,1.0,4.0,81.1349801082,1.0,0.0,2.0,1.0,6.393226650000001,1.0,0.0,23.53549307,87.29657851
361,0.0,4.0,1263.73434841,101.0,7.0,0.0,1.0,8.123897999999999,0.0,0.0,23.49331601,87.3162539
1228,1.0,2.0,398.643393502,2.0,9.0,0.0,1.0,8.85266515,0.0,1.0,23.54827338,87.28369098
1304,0.0,4.0,373.36897900699995,4.0,0.0,3.0,1.0,9.326919666666667,1.0,1.0,23.50027617,87.30588772
1132,1.0,4.0,191.550613906,3.0,0.0,2.0,1.0,7.3772406,0.0,0.0,23.5369204,87.30158356
1379,0.0,1.0,262.945555173,1.0,0.0,0.0,2.0,5.749176,0.0,0.0,23.49932527,87.30825706
453,0.0,2.0,511.680667676,1.0,0.0,0.0,2.0,8.133804300000001,0.0,0.0,23.50766097,87.31019931
1651,1.0,4.0,174.03139556,7.0,6.0,1.0,1.0,6.2471771124999975,0.0,0.0,23.54370708,87.28785991
968,1.0,4.0,436.042955264,3.0,4.0,0.0,1.0,8.103580475000001,0.0,0.0,23.53686958,87.30157091
1041,1.0,2.0,160.747095645,6.0,17.0,0.0,1.0,9.508583526315787,0.0,1.0,23.54709423,87.28271239
584,1.0,3.0,203.799309701,1.0,0.0,2.0,0.0,8.7251737,0.0,0.0,23.53497624,87.29778978
1629,0.0,3.0,840.557244915,1.0,0.0,0.0,1.0,5.3062592,0.0,0.0,23.51079779,87.31066665
1203,0.0,2.0,395.483871075,5.0,7.0,0.0,2.0,9.469771233333336,0.0,0.0,23.49329991,87.31630617
1280,1.0,2.0,16.7477089181,43.0,6.0,0.0,1.0,9.530097526229508,0.0,0.0,23.53510805,87.29740043
1618,1.0,3.0,28.399630566,1.0,0.0,0.0,0.0,8.43667625,0.0,0.0,23.54387437,87.28790796
721,1.0,3.0,57.1015387987,1.0,0.0,0.0,0.0,8.2990035,0.0,1.0,23.5452903,87.2812744
1501,1.0,4.0,39.7804963979,1.0,14.0,0.0,1.0,6.91516135,1.0,0.0,23.53514472,87.29820605
420,0.0,4.0,403.712671996,11.0,0.0,0.0,1.0,7.9771219222222225,1.0,1.0,23.50359231,87.3077323
405,1.0,4.0,372.672669725,2.0,0.0,2.0,1.0,5.145839725,1.0,0.0,23.53919372,87.29359242
923,1.0,2.0,474.935172115,4.0,14.0,0.0,1.0,8.799995391666668,0.0,1.0,23.54160712,87.29010635
777,1.0,2.0,77.3347991446,4.0,8.0,0.0,1.0,8.841294550000002,1.0,1.0,23.55119594,87.28604778
1543,1.0,2.0,389.62471736,2.0,0.0,0.0,1.0,7.350102733333332,1.0,0.0,23.54428821,87.28343753
1210,0.0,2.0,70.56416565069999,2.0,0.0,0.0,2.0,6.2818907999999976,0.0,0.0,23.50227602,87.30689478
881,2.0,4.0,96.34735142379999,3.0,0.0,5.0,1.0,8.742334833333333,0.0,0.0,23.55559657,87.28550766
1110,1.0,3.0,214.89984727700002,5.0,50.0,7.0,0.0,9.039842757142855,0.0,0.0,23.53919018,87.2936652
277,0.0,1.0,428.83609658,140.0,3.0,0.0,2.0,9.650762744047627,0.0,0.0,23.49336691,87.31617472
1301,0.0,4.0,1256.19775825,6.0,6.0,9.0,1.0,8.839301277777778,1.0,0.0,23.49328201,87.31628912
1547,1.0,2.0,341.861065253,1.0,45.0,0.0,1.0,11.468933,1.0,0.0,23.53915979,87.29391408
631,2.0,4.0,323.96157809,3.0,0.0,5.0,1.0,8.7033272375,0.0,1.0,23.56189986,87.28330461
1091,1.0,2.0,932.699392736,15.0,13.0,0.0,1.0,8.66711518125,1.0,0.0,23.54641479,87.29281099
236,1.0,4.0,59.1510742014,1.0,0.0,0.0,1.0,8.7898175,0.0,0.0,23.54393275,87.28791428
759,1.0,2.0,44.3393521793,1.0,0.0,0.0,1.0,9.88636,0.0,1.0,23.54170355,87.28985275
1473,0.0,4.0,2331.59231412,4.0,0.0,0.0,1.0,9.189307,0.0,0.0,23.50736843,87.31000702
1620,1.0,3.0,440.57605268300006,1.0,17.0,1.0,0.0,8.510894500000001,0.0,1.0,23.5417375,87.28984495
438,1.0,2.0,61.7992906379,1.0,0.0,0.0,1.0,10.12339,0.0,0.0,23.54554576,87.28153031
1164,1.0,2.0,1442.282288,2.0,3.0,0.0,1.0,8.445791338461538,1.0,1.0,23.52829163,87.3111037
1246,1.0,1.0,421.583264055,1.0,0.0,2.0,2.0,9.824112,0.0,1.0,23.54180136,87.28985233
208,1.0,3.0,34.2389358953,72.0,27.0,0.0,0.0,9.394086488775518,0.0,1.0,23.53569676,87.29766644
1013,0.0,4.0,841.787838782,1.0,0.0,2.0,1.0,6.5680007000000025,1.0,1.0,23.50038096,87.30604670000002
1313,1.0,4.0,349.232416184,17.0,29.0,29.0,1.0,8.814197454545457,1.0,1.0,23.53768332,87.29673788
1523,0.0,4.0,36.0555281298,10.0,4.0,0.0,1.0,8.912435253571427,0.0,0.0,23.49996206,87.30610152
58,1.0,4.0,254.968753343,14.0,6.0,0.0,1.0,8.340805766666668,0.0,1.0,23.55007323,87.28517122
495,1.0,4.0,191.550613906,3.0,0.0,0.0,1.0,7.3772406,0.0,0.0,23.5369204,87.30158356
1334,1.0,1.0,1232.82310582,2.0,5.0,6.0,2.0,9.313121357142855,1.0,1.0,23.54452063,87.28284819
1106,1.0,3.0,220.047272691,2.0,6.0,7.0,0.0,8.926586325,0.0,1.0,23.54379349,87.28436285
907,1.0,4.0,1516.11410529,1.0,0.0,0.0,1.0,9.6277925,0.0,0.0,23.53586903,87.29594438
1328,2.0,1.0,161.796689165,2.0,0.0,0.0,1.0,8.678883999999998,1.0,0.0,23.56067552,87.2839908
363,0.0,4.0,367.057919749,2.0,1.0,0.0,1.0,8.123897999999999,0.0,1.0,23.50034347,87.30586335
534,1.0,3.0,2962.37657752,2.0,0.0,0.0,0.0,8.0085095,1.0,0.0,23.52654624,87.31131028
354,1.0,4.0,156.713354703,2.0,9.0,4.0,1.0,9.299100571428571,0.0,1.0,23.55010703,87.28502472
893,1.0,4.0,379.03659874,1.0,0.0,0.0,1.0,9.9737545,0.0,0.0,23.5426211,87.28686590000002
1350,0.0,4.0,27.3826921639,33.0,9.0,0.0,1.0,8.026473490769234,0.0,0.0,23.49321757,87.31652564
1525,0.0,4.0,522.603957873,1.0,0.0,0.0,1.0,8.691658,0.0,0.0,23.50326308,87.30751196
1608,2.0,4.0,397.67309699099997,2.0,0.0,4.0,1.0,9.481144,1.0,0.0,23.55905580000001,87.28458727
1029,1.0,2.0,174.585315896,17.0,10.0,0.0,1.0,7.493012487096774,0.0,0.0,23.5351685,87.29745958
292,1.0,1.0,175.405433285,5.0,3.0,0.0,2.0,9.451417733333336,0.0,1.0,23.55000331,87.28494816
607,1.0,4.0,439.312102314,1.0,0.0,0.0,1.0,9.291405000000001,0.0,1.0,23.54308653,87.29050528
1289,1.0,2.0,256.40714888599996,3.0,15.0,0.0,1.0,2.320500279230769,0.0,1.0,23.54827309,87.28360251
589,0.0,3.0,438.334439,1.0,0.0,2.0,1.0,8.43667625,0.0,1.0,23.50710828,87.30984814
1343,1.0,1.0,1393.24353013,3.0,8.0,6.0,2.0,8.816954055555557,1.0,0.0,23.53707794,87.30156112
1142,1.0,4.0,127.477117667,17.0,11.0,10.0,1.0,9.195175242307693,0.0,0.0,23.54206841,87.28983412
555,1.0,2.0,101.16149783,4.0,0.0,0.0,1.0,8.57942575,0.0,0.0,23.53539167,87.29700034
233,1.0,4.0,481.55032323300003,7.0,60.0,0.0,1.0,8.179719823529412,0.0,0.0,23.53910387,87.29349703
1163,1.0,2.0,90.8330662115,1.0,0.0,0.0,1.0,9.402733,1.0,0.0,23.52751138,87.31083989
1391,1.0,1.0,441.781406794,1.0,0.0,0.0,2.0,5.163803,0.0,1.0,23.53918325,87.29314672
196,2.0,3.0,119.261646435,2.0,0.0,0.0,1.0,8.873616333333333,0.0,0.0,23.5570343,87.28599182
1601,1.0,4.0,236.48091372599998,2.0,0.0,3.0,1.0,7.969204125,1.0,1.0,23.5453171,87.28125959999998
820,1.0,4.0,178.83699362299996,1.0,0.0,2.0,1.0,8.938263000000003,0.0,1.0,23.54530767,87.28136551
1405,2.0,1.0,54.9621997117,3.0,3.0,0.0,1.0,8.924194250000003,0.0,0.0,23.56380377,87.28218939
81,0.0,4.0,383.806599261,2.0,0.0,0.0,1.0,8.4434559,0.0,1.0,23.49467868,87.31685616
1573,1.0,4.0,217.271288254,2.0,0.0,0.0,1.0,8.593493659999998,0.0,0.0,23.54392504,87.28413606
904,1.0,4.0,72.1299385452,1.0,0.0,0.0,1.0,9.2578885,0.0,0.0,23.535287,87.2971074
1468,0.0,4.0,432.11339646,1.0,8.0,0.0,1.0,8.840103,0.0,0.0,23.49322548,87.31647859
865,0.0,4.0,20.8178884737,1.0,0.0,1.0,1.0,9.6912385,0.0,0.0,23.49335910000001,87.31662158
380,1.0,4.0,176.665647603,2.0,0.0,0.0,1.0,8.123897999999999,0.0,1.0,23.54701787,87.28262483
111,0.0,4.0,25.189626675,12.0,8.0,27.0,1.0,8.773486503571428,0.0,0.0,23.49441169,87.31709573
1423,1.0,4.0,15.539561878299999,2.0,0.0,0.0,1.0,9.2239685,1.0,0.0,23.53518669,87.29781853
990,2.0,4.0,106.07945064,4.0,5.0,0.0,1.0,7.213635733333334,0.0,0.0,23.55562685,87.28543989
1599,1.0,4.0,64.7692524133,1.0,0.0,2.0,1.0,6.71643825,1.0,0.0,23.54383079,87.28427176
544,1.0,2.0,314.351623178,2.0,0.0,0.0,1.0,5.878468866666666,0.0,0.0,23.54427676,87.28853492
1602,1.0,4.0,421.55350572099996,1.0,9.0,1.0,1.0,7.9063566499999975,1.0,1.0,23.54704601,87.28261056
900,1.0,4.0,87.11419623030001,257.0,0.0,0.0,1.0,9.335162161100627,0.0,1.0,23.53570382,87.29794969
808,1.0,3.0,144.012294173,1.0,0.0,1.0,0.0,10.700386000000002,1.0,0.0,23.52794765,87.30975490000002
1204,0.0,2.0,19.741403729800002,1.0,10.0,0.0,2.0,8.81256865,0.0,1.0,23.4962143,87.31408319
310,1.0,4.0,298.133867548,1.0,0.0,0.0,1.0,6.4470977499999975,0.0,0.0,23.54344835,87.2876074
1128,0.0,4.0,363.888614295,2.0,3.0,1.0,1.0,9.102661,0.0,1.0,23.50032919,87.30589364
1113,1.0,3.0,175.27156599999995,3.0,0.0,3.0,0.0,8.8323175,0.0,0.0,23.53586014,87.29595642
548,1.0,2.0,277.710474427,2.0,50.0,0.0,1.0,7.560796000000002,0.0,0.0,23.53890293,87.29449748
741,0.0,2.0,127.942298956,2.0,6.0,0.0,2.0,9.02137542857143,0.0,1.0,23.49457309,87.31679178
451,0.0,2.0,117.330161591,4.0,2.0,0.0,2.0,8.865535699999997,0.0,0.0,23.5119433,87.31059245
1286,1.0,2.0,909.065797158,6.0,15.0,0.0,1.0,7.656880199999999,0.0,1.0,23.5431276,87.29038443
591,0.0,3.0,131.40320496299998,1.0,0.0,1.0,1.0,8.765877,0.0,0.0,23.50153538,87.30650889
1242,1.0,1.0,175.408587888,10.0,3.0,11.0,2.0,8.077303113333334,0.0,1.0,23.54824343,87.28371155
486,0.0,4.0,74.8816391671,1.0,0.0,0.0,1.0,8.2200013,0.0,0.0,23.49421245,87.31683595
660,2.0,4.0,65.123320024,8.0,7.0,0.0,1.0,8.54800616521739,0.0,1.0,23.55499602,87.28574323
1668,2.0,1.0,61.3005182434,3.0,3.0,0.0,1.0,9.535443942857142,0.0,0.0,23.55553219,87.28547932
1274,1.0,2.0,729.1558955869998,23.0,4.0,0.0,1.0,6.514975164705883,0.0,1.0,23.52829593,87.31109419
664,1.0,4.0,153.82083188299998,18.0,8.0,0.0,1.0,8.868735111538465,0.0,1.0,23.54987397,87.28501795
552,1.0,2.0,49.1583973844,280.0,27.0,0.0,1.0,8.396474489170506,0.0,0.0,23.53567524,87.29749994
1569,1.0,4.0,255.679397372,1.0,0.0,0.0,1.0,8.127823,0.0,0.0,23.53835063,87.29569977
1613,1.0,3.0,261.612033767,24.0,6.0,10.0,0.0,9.085538503030305,0.0,1.0,23.55013964,87.28515764
621,1.0,4.0,361.948520678,1.0,0.0,0.0,1.0,9.26027675,0.0,0.0,23.52856921,87.30860770000002
1481,1.0,4.0,400.8490486,1.0,0.0,0.0,1.0,8.668914749999999,0.0,1.0,23.548282,87.28366775
1546,1.0,2.0,810.079937885,3.0,0.0,0.0,1.0,8.454631228571428,1.0,0.0,23.5443271,87.28831234
1416,0.0,4.0,373.36897900699995,4.0,0.0,0.0,1.0,9.326919666666667,1.0,1.0,23.50027617,87.30588772
839,1.0,4.0,155.405330541,4.0,7.0,8.0,1.0,6.887387115,0.0,1.0,23.55121094,87.28605669
843,1.0,4.0,407.45017775199995,1.0,0.0,2.0,1.0,7.841713,0.0,0.0,23.54291978,87.28613505
948,1.0,3.0,318.399611408,3.0,0.0,0.0,0.0,9.017868075,0.0,0.0,23.54408786,87.28806088
327,1.0,4.0,2248.87898192,1.0,0.0,2.0,1.0,8.0835345,0.0,0.0,23.52575989,87.31119078
254,1.0,4.0,179.50212872900002,116.0,0.0,70.0,1.0,9.680347904081637,1.0,0.0,23.53506186,87.29750289
910,0.0,4.0,448.76817355199995,3.0,0.0,0.0,1.0,8.7088165,0.0,1.0,23.50716807,87.30991037
1058,1.0,4.0,423.083920504,3.0,9.0,0.0,1.0,8.833871400000003,0.0,0.0,23.5368905,87.30138797
471,1.0,4.0,51.7966052947,1.0,0.0,0.0,1.0,9.812141,0.0,0.0,23.53546876,87.29706426
322,1.0,4.0,1714.93765668,4.0,7.0,16.0,1.0,9.09627715,0.0,0.0,23.53585012,87.29591062
1220,1.0,2.0,101.67290212200001,1.0,0.0,0.0,1.0,11.430626,0.0,0.0,23.53914587,87.29409407
560,1.0,2.0,643.854239619,2.0,1.0,0.0,1.0,8.830520666666667,0.0,0.0,23.52520319,87.31121429999996
1505,1.0,4.0,41.5573371519,1.0,31.0,0.0,1.0,7.4083632,1.0,0.0,23.53911068,87.29368633
859,0.0,4.0,413.67138088800004,1.0,0.0,1.0,1.0,7.403579700000001,0.0,1.0,23.50372737,87.30779212
1050,0.0,4.0,40.169659858,1.0,0.0,0.0,1.0,9.12979125,0.0,0.0,23.50000052,87.30610435
1245,1.0,1.0,693.208072451,1.0,0.0,0.0,2.0,8.34211,0.0,0.0,23.54422588,87.28358745
177,1.0,1.0,270.079163715,2.0,12.0,0.0,2.0,10.0619405,1.0,1.0,23.53765139,87.29671935
497,1.0,4.0,199.896370115,1.0,0.0,0.0,1.0,9.9845275,0.0,0.0,23.53605318,87.29981981
1287,1.0,2.0,242.708098962,1.0,0.0,0.0,1.0,7.91353615,0.0,0.0,23.54502199,87.28170934
922,1.0,2.0,168.805319938,1.0,0.0,0.0,1.0,8.5192717,0.0,1.0,23.543103,87.29038865
86,0.0,4.0,367.057919749,2.0,1.0,0.0,1.0,8.123897999999999,0.0,1.0,23.50034347,87.30586335
1378,0.0,1.0,1035.47820491,3.0,0.0,0.0,2.0,8.250724750000002,0.0,0.0,23.49342768,87.31611536
1182,2.0,2.0,160.82165699,2.0,3.0,0.0,1.0,8.2080231,0.0,0.0,23.55733902,87.28582996
1591,1.0,4.0,1561.46389427,1.0,0.0,0.0,1.0,6.4219514,1.0,1.0,23.52826622,87.31111655
365,0.0,4.0,1717.91468283,9.0,1.0,0.0,1.0,8.123897999999999,0.0,0.0,23.5106322,87.31055534
1672,1.0,1.0,275.196458442,8.0,10.0,5.0,2.0,9.1677826,0.0,0.0,23.5442238,87.288083
979,1.0,4.0,80.673017593,1.0,0.0,0.0,1.0,7.2695007999999985,0.0,0.0,23.54420071,87.28843988
265,1.0,4.0,325.211198456,2.0,0.0,2.0,1.0,8.911921333333334,1.0,0.0,23.54390763,87.28408218
287,1.0,1.0,986.5310609969999,1.0,0.0,0.0,2.0,8.279853999999998,0.0,0.0,23.53589156,87.29591271
1664,2.0,4.0,373.585117559,1.0,7.0,1.0,1.0,7.1976700000000005,0.0,0.0,23.56208885,87.28317789
358,2.0,4.0,548.066049138,1.0,0.0,2.0,1.0,9.4925155,0.0,0.0,23.56396522,87.28379866
54,2.0,4.0,71.9629983494,3.0,0.0,0.0,1.0,8.913882227272726,0.0,1.0,23.56426443,87.28310227
1160,0.0,2.0,358.240880072,2.0,1.0,0.0,2.0,9.299781892857146,1.0,1.0,23.50030755,87.30590018
1262,0.0,1.0,961.504231706,3.0,0.0,0.0,2.0,6.734566828571429,0.0,0.0,23.49664634,87.31336767
1589,0.0,4.0,2826.21163843,4.0,6.0,11.0,1.0,8.185455328571429,1.0,0.0,23.50319929,87.30744190000001
1216,1.0,2.0,155.624888287,20.0,23.0,0.0,1.0,8.531854390909094,0.0,0.0,23.53508649,87.29744521
1362,1.0,4.0,219.595954291,3.0,15.0,0.0,1.0,7.857790342857142,0.0,0.0,23.53573144,87.29614364
527,1.0,3.0,30.007260459,1.0,0.0,0.0,0.0,7.9913557,1.0,0.0,23.53562965,87.29825383
914,2.0,2.0,434.51404660400004,4.0,5.0,0.0,1.0,9.510037454545458,0.0,0.0,23.55937478,87.28471303
221,0.0,4.0,365.89996201599996,8.0,1.0,0.0,1.0,10.0964565625,0.0,1.0,23.50031597,87.30591237
113,0.0,4.0,1273.14381066,60.0,3.0,36.0,1.0,9.077743738271602,0.0,0.0,23.49320222,87.31641358
1448,0.0,4.0,47.6183385436,25.0,2.0,0.0,1.0,8.84471811860465,0.0,0.0,23.49981507,87.30683591
1392,1.0,1.0,595.397756472,1.0,0.0,0.0,2.0,9.4434355,0.0,1.0,23.54170185,87.28979506
1191,1.0,2.0,218.265215763,3.0,19.0,0.0,1.0,8.9972153125,0.0,1.0,23.53758306,87.29687266
722,1.0,3.0,1349.50562005,3.0,0.0,0.0,0.0,9.549581,0.0,0.0,23.54501482,87.28174714
174,1.0,1.0,271.90679682,1.0,0.0,0.0,2.0,10.87397,1.0,0.0,23.53581983,87.30061037
567,2.0,3.0,557.4287905580001,1.0,0.0,2.0,1.0,7.4311142000000014,0.0,0.0,23.56413296,87.28335106
1312,1.0,4.0,293.955302424,55.0,9.0,76.0,1.0,8.305699861538466,1.0,0.0,23.53518048,87.29766625
18,1.0,1.0,345.011945386,1.0,0.0,0.0,2.0,9.423080300000002,1.0,0.0,23.54387886,87.28424665
423,0.0,4.0,354.976081702,1.0,0.0,1.0,1.0,7.96382165,1.0,0.0,23.49646355,87.31367455
1258,1.0,1.0,277.683853729,1.0,0.0,0.0,2.0,8.3409045,0.0,0.0,23.52761391,87.31126393
285,1.0,1.0,931.977119658,5.0,0.0,0.0,2.0,9.490720875,0.0,1.0,23.53331774,87.30656658
1333,1.0,1.0,174.73988374900003,3.0,8.0,12.0,2.0,8.79552986923077,1.0,1.0,23.54540413,87.28143057
428,2.0,2.0,129.462400184,1.0,4.0,0.0,1.0,8.919105499999997,0.0,0.0,23.55606402,87.28641914
1270,0.0,2.0,135.461785541,1.0,0.0,0.0,2.0,7.116272,0.0,0.0,23.50196436,87.30665839
963,0.0,4.0,51.969104891899995,29.0,5.0,0.0,1.0,8.516601105000001,0.0,0.0,23.49362052,87.31663842
31,0.0,4.0,27.3826921639,33.0,9.0,56.0,1.0,8.026473490769234,0.0,0.0,23.49321757,87.31652564
679,1.0,4.0,99.9720593974,169.0,19.0,0.0,1.0,9.734680118932044,0.0,1.0,23.53573565,87.29754942
943,1.0,3.0,151.809252056,6.0,7.0,0.0,0.0,8.679985031249998,0.0,1.0,23.54823398,87.2836525
214,0.0,3.0,416.265845345,24.0,5.0,0.0,1.0,9.193906455555558,0.0,1.0,23.50363711,87.30774705
1611,2.0,3.0,540.709836998,6.0,2.0,6.0,1.0,9.505683924999998,0.0,0.0,23.55608282,87.2864233
326,1.0,4.0,73.722169657,1.0,0.0,2.0,1.0,7.89079265,0.0,0.0,23.52641862,87.31127271
973,1.0,4.0,87.031291201,1.0,0.0,0.0,1.0,10.216766499999999,0.0,1.0,23.53903487,87.29418194
1446,0.0,4.0,648.0835623090001,1.0,0.0,0.0,1.0,8.603072999999998,0.0,0.0,23.49610237,87.31426027
1493,0.0,4.0,24.4647458059,1.0,0.0,0.0,1.0,8.96459175,1.0,0.0,23.50000482,87.30638904
341,1.0,4.0,648.274921808,1.0,0.0,1.0,1.0,8.641380499999999,0.0,1.0,23.53335704,87.30644601
147,1.0,4.0,92.6334987637,1.0,0.0,0.0,1.0,9.310562,0.0,0.0,23.53913544,87.29332635
360,0.0,4.0,25.949341679699998,3.0,4.0,0.0,1.0,8.123897999999999,0.0,0.0,23.49316054,87.31644367
83,0.0,4.0,25.949341679699998,3.0,4.0,0.0,1.0,8.123897999999999,0.0,0.0,23.49316054,87.31644367
48,1.0,4.0,33.0840124024,1.0,0.0,1.0,1.0,8.8784025,0.0,0.0,23.54424269,87.28846987
468,1.0,4.0,392.902960301,6.0,0.0,0.0,1.0,9.095611638888887,0.0,0.0,23.53909981,87.29332141
155,1.0,4.0,106.615334354,1.0,0.0,0.0,1.0,8.410339,0.0,0.0,23.53507638,87.29737171
1007,1.0,4.0,225.356050138,1.0,0.0,2.0,1.0,10.3053515,1.0,0.0,23.5349871,87.29776423
1178,1.0,2.0,1378.09354393,3.0,0.0,0.0,1.0,9.38693226,1.0,1.0,23.54823956,87.28363323
1209,0.0,2.0,28.003836140100002,3.0,0.0,0.0,2.0,7.4987411500000025,0.0,0.0,23.50204619,87.30678249
1429,1.0,4.0,281.784581162,7.0,13.0,0.0,1.0,8.38998867,1.0,0.0,23.54200524,87.2897322
500,1.0,4.0,78.07177005,1.0,0.0,0.0,1.0,8.6629255,0.0,0.0,23.53553715,87.296613
179,1.0,1.0,496.538594116,1.0,0.0,0.0,2.0,9.7546765,1.0,0.0,23.53911124,87.29375921
782,1.0,2.0,185.381968708,1.0,0.0,0.0,1.0,9.4769515,1.0,1.0,23.53755638,87.29680554
1271,0.0,2.0,27.269790724299998,4.0,12.0,0.0,2.0,8.653615444444446,0.0,0.0,23.50302205,87.30731755
634,1.0,4.0,358.8502470090001,1.0,0.0,1.0,1.0,10.980507,0.0,1.0,23.54533695,87.28130732
528,1.0,3.0,20.7963957186,1.0,0.0,0.0,0.0,7.80460375,1.0,0.0,23.53557157,87.29854128
346,1.0,4.0,362.648211376,4.0,36.0,6.0,1.0,9.864283155555556,0.0,1.0,23.53762868,87.29666969
1165,1.0,2.0,238.777682725,1.0,0.0,0.0,1.0,7.5424425,1.0,0.0,23.53611377,87.29981845
1645,1.0,4.0,30.996027183200002,1.0,0.0,1.0,1.0,8.3421095,0.0,0.0,23.53896715,87.29333141
1386,1.0,1.0,634.621119639,3.0,0.0,0.0,2.0,7.6018159,0.0,1.0,23.53337652,87.30646309999999
1281,1.0,2.0,154.40331822,1.0,0.0,0.0,1.0,8.399559,0.0,0.0,23.53516,87.29724623
730,1.0,3.0,103.94434155799999,179.0,19.0,0.0,0.0,9.815210142364537,0.0,1.0,23.53577682,87.29778765
786,1.0,2.0,212.25471460400001,1.0,0.0,0.0,1.0,7.79143515,1.0,0.0,23.53499518,87.29774252
243,2.0,4.0,548.066049138,6.0,6.0,0.0,1.0,9.1725486,0.0,0.0,23.55909366,87.28461631
1671,1.0,1.0,385.76602131699997,1.0,0.0,1.0,2.0,12.193176,0.0,0.0,23.54384791,87.28432097
312,1.0,4.0,776.352948133,8.0,8.0,15.0,1.0,9.33904722,0.0,0.0,23.54640769,87.29283945
435,1.0,2.0,76.938460747,1.0,10.0,0.0,1.0,4.1247178,0.0,0.0,23.54920224,87.28439142
1634,0.0,4.0,51.969104891899995,29.0,5.0,12.0,1.0,8.516601105000001,0.0,0.0,23.49362052,87.31663842
674,1.0,4.0,340.301968861,2.0,0.0,0.0,1.0,7.5298690750000015,0.0,0.0,23.53919896,87.29389673
308,1.0,4.0,359.463034433,17.0,18.0,13.0,1.0,9.1554897,0.0,1.0,23.54523048,87.28133031
430,1.0,2.0,33.3981746168,1.0,5.0,0.0,1.0,8.203239499999999,0.0,1.0,23.55250548,87.28704947
370,1.0,4.0,246.594256366,1.0,0.0,0.0,1.0,8.123897999999999,0.0,0.0,23.53610604,87.29980858
566,2.0,3.0,24.549252908000003,104.0,1.0,83.0,1.0,9.455557536607145,0.0,1.0,23.56420555,87.28312359
