,zone_class,time_level,next_stop_distance,total_waiting_time,wifi_count,honks,Population_class,rsi,week_class,bus_stop,latitude,longitude
484,0.0,4.0,1335.49353407,1.0,0.0,0.0,1.0,11.502449,0.0,1.0,23.50364522,87.30776298
95,1.0,4.0,172.59227382400002,2.0,5.0,0.0,1.0,8.123897999999999,0.0,0.0,23.53516053,87.29748472
1020,0.0,2.0,470.43777670099996,23.0,6.0,0.0,2.0,8.54045986969697,0.0,1.0,23.49621011,87.31400429
563,0.0,2.0,1246.83190982,4.0,4.0,0.0,2.0,8.203718480000001,0.0,1.0,23.50030272,87.30601895
1264,0.0,2.0,41.2995210212,6.0,7.0,0.0,2.0,8.13343926923077,0.0,0.0,23.49380869,87.31663536
742,0.0,2.0,33.36928975,1.0,7.0,0.0,2.0,9.425476,0.0,0.0,23.49343395,87.31661505
863,0.0,4.0,383.806599261,2.0,0.0,0.0,1.0,8.4434559,0.0,1.0,23.49467868,87.31685616
1484,2.0,4.0,908.356290559,3.0,0.0,0.0,1.0,8.467559800000002,0.0,0.0,23.55609647,87.28627972
891,1.0,4.0,358.8502470090001,1.0,0.0,0.0,1.0,10.980507,0.0,1.0,23.54533695,87.28130732
1038,1.0,2.0,201.541983381,2.0,6.0,0.0,1.0,9.14685445,0.0,1.0,23.54365358,87.28460486
206,1.0,3.0,112.85354773799999,2.0,0.0,0.0,0.0,8.500918166666667,0.0,0.0,23.53681973,87.29631693
392,2.0,3.0,211.33481742400002,6.0,0.0,13.0,1.0,9.08584375,1.0,0.0,23.56106159,87.28380721
794,2.0,3.0,564.39495758,16.0,3.0,29.0,1.0,8.614243884444445,1.0,1.0,23.56425542,87.28312299
870,0.0,4.0,522.603957873,1.0,0.0,1.0,1.0,8.691658,0.0,0.0,23.50326308,87.30751196
397,1.0,4.0,251.14825531,3.0,0.0,1.0,1.0,9.2167022,1.0,1.0,23.55006408,87.28518026
766,1.0,2.0,655.761485018,1.0,0.0,0.0,1.0,4.23484805,0.0,1.0,23.5453087,87.28131154
1542,1.0,2.0,443.30650948699997,6.0,4.0,0.0,1.0,7.193949377777778,1.0,1.0,23.54826731,87.28370683
1241,1.0,1.0,257.977468268,59.0,6.0,52.0,2.0,8.808463115000002,0.0,1.0,23.55013537,87.28517637
1028,1.0,2.0,22.876417894,1.0,4.0,0.0,1.0,8.48815175,0.0,0.0,23.53517548,87.29768385
642,1.0,4.0,48.1287592879,59.0,0.0,68.0,1.0,6.46803814680851,0.0,0.0,23.53573779,87.29747904
1646,1.0,4.0,76.2298318921,4.0,46.0,4.0,1.0,8.661559892857143,0.0,1.0,23.53916093,87.29311284
612,1.0,4.0,27.6819414413,1.0,23.0,0.0,1.0,10.335274,0.0,1.0,23.53774948,87.29683675
960,0.0,3.0,1149.15868554,30.0,4.0,0.0,1.0,7.676689027272729,0.0,1.0,23.50027064,87.30599578
725,1.0,3.0,255.336044867,7.0,25.0,0.0,0.0,8.941020192307693,0.0,0.0,23.53891219,87.2947358
683,1.0,4.0,283.527587715,14.0,4.0,0.0,1.0,9.197010181481481,0.0,0.0,23.5275219,87.31114331
98,1.0,4.0,37.7902214387,1.0,0.0,0.0,1.0,8.123897999999999,0.0,0.0,23.53915966,87.29376663
804,1.0,3.0,20.7963957186,1.0,0.0,0.0,0.0,7.80460375,1.0,0.0,23.53557157,87.29854128
406,1.0,4.0,198.52725442,6.0,0.0,14.0,1.0,8.327664987878787,1.0,1.0,23.53757312,87.29679234
502,1.0,4.0,365.633355695,7.0,40.0,0.0,1.0,5.3795462277777775,0.0,1.0,23.53766962,87.29676090000002
1071,1.0,4.0,493.827852069,2.0,9.0,0.0,1.0,9.252429633333332,0.0,1.0,23.55120655,87.28598649999998
1056,1.0,4.0,741.515108547,3.0,0.0,0.0,1.0,8.83770146,0.0,1.0,23.52822558,87.3110912
929,1.0,2.0,13.1877154603,54.0,12.0,0.0,1.0,8.564699525135136,0.0,1.0,23.5357315,87.29753759
779,1.0,2.0,954.420878011,2.0,5.0,0.0,1.0,8.946395800000003,1.0,1.0,23.54984891,87.28503393
200,1.0,3.0,220.047272691,2.0,6.0,0.0,0.0,8.926586325,0.0,1.0,23.54379349,87.28436285
134,2.0,4.0,151.945189783,2.0,2.0,6.0,1.0,10.0576575,0.0,1.0,23.55799901,87.28547447
1051,0.0,4.0,365.89996201599996,8.0,1.0,0.0,1.0,10.0964565625,0.0,1.0,23.50031597,87.30591237
40,1.0,4.0,1508.39195774,1.0,4.0,2.0,1.0,9.617011999999999,0.0,1.0,23.52823715,87.311143
1017,0.0,2.0,89.0581564473,1.0,0.0,0.0,2.0,8.8089675,0.0,0.0,23.49425933,87.31680439
230,1.0,4.0,175.423987987,1.0,0.0,0.0,1.0,8.658142,0.0,0.0,23.53515806,87.29741283
1513,1.0,4.0,166.47903313,3.0,8.0,0.0,1.0,7.82064211,1.0,1.0,23.55003036,87.28501104
378,1.0,4.0,650.705073139,2.0,0.0,0.0,1.0,8.123897999999999,0.0,0.0,23.54263715,87.28693444
288,1.0,1.0,786.2889229189999,1.0,0.0,0.0,2.0,5.7910842,0.0,1.0,23.54314958,87.29034711
418,1.0,4.0,352.8675556340001,1.0,0.0,0.0,1.0,9.640961,1.0,0.0,23.52856625,87.30866398
391,2.0,3.0,311.787020158,34.0,0.0,20.0,1.0,5.644021130769232,1.0,0.0,23.56386546,87.28383279
592,0.0,3.0,131.40320496299998,3.0,0.0,4.0,1.0,8.091665659999999,0.0,1.0,23.50044328,87.30601659
1522,0.0,4.0,893.4774289810001,1.0,0.0,0.0,1.0,8.1290205,0.0,1.0,23.49631566,87.31390921
1162,0.0,2.0,1902.472576,2.0,0.0,0.0,2.0,8.53763075,1.0,0.0,23.5104038,87.31057173
1086,1.0,2.0,440.944760701,4.0,10.0,0.0,1.0,8.14229800909091,1.0,0.0,23.53695401,87.30174354
1495,0.0,4.0,373.36897900699995,4.0,0.0,0.0,1.0,9.326919666666667,1.0,1.0,23.50027617,87.30588772
647,1.0,4.0,72.1299385452,1.0,0.0,1.0,1.0,9.2578885,0.0,0.0,23.535287,87.2971074
1152,2.0,4.0,280.536465274,2.0,0.0,3.0,1.0,1.8019409333333327,0.0,0.0,23.55909669,87.28459939
1367,1.0,4.0,33.0840124024,1.0,0.0,0.0,1.0,8.8784025,0.0,0.0,23.54424269,87.28846987
520,1.0,3.0,398.531812662,2.0,4.0,0.0,0.0,7.3145929500000015,1.0,0.0,23.55334322,87.28672975
64,1.0,4.0,92.6334987637,1.0,0.0,0.0,1.0,9.310562,0.0,0.0,23.53913544,87.29332635
14,1.0,1.0,470.41587535400004,1.0,0.0,0.0,2.0,8.2116165,1.0,1.0,23.5391385,87.29310138
1180,2.0,2.0,229.963830178,2.0,5.0,0.0,1.0,8.51639988,1.0,1.0,23.56194825,87.28322193
1064,1.0,4.0,41.6443495102,26.0,14.0,0.0,1.0,8.516751216216216,0.0,1.0,23.54171802,87.28973092
492,0.0,4.0,863.270822592,16.0,10.0,0.0,1.0,5.722629168181817,0.0,0.0,23.50325333,87.30749585
379,1.0,4.0,221.659469782,4.0,9.0,0.0,1.0,8.123897999999999,0.0,1.0,23.54542274,87.28132070000002
187,1.0,1.0,369.08986565099997,1.0,0.0,0.0,2.0,8.842491,1.0,0.0,23.54894127,87.28411750000002
763,1.0,2.0,136.659382238,3.0,4.0,0.0,1.0,8.911122500000003,0.0,1.0,23.54374243,87.28452805
216,0.0,3.0,1051.85244777,11.0,12.0,0.0,1.0,9.333303176470588,0.0,0.0,23.49567506,87.31504644
791,0.0,2.0,2199.20286596,2.0,0.0,0.0,2.0,5.768336033333334,1.0,1.0,23.51945783,87.31138291
1076,0.0,2.0,92.73061325709999,90.0,13.0,0.0,2.0,9.87277335142857,1.0,0.0,23.4942809,87.31719691
878,1.0,4.0,178.34708086900002,4.0,15.0,0.0,1.0,8.630774285714287,0.0,1.0,23.54700617,87.28260745
337,0.0,4.0,1762.52087143,1.0,0.0,2.0,1.0,7.7519300000000015,0.0,0.0,23.51058044,87.31054899
719,1.0,3.0,55.0017117511,3.0,0.0,0.0,0.0,8.151764,0.0,0.0,23.54748751,87.28305707
295,2.0,1.0,40.3538324806,1.0,0.0,0.0,1.0,8.342102,0.0,0.0,23.5639284,87.28382728
1016,0.0,2.0,23.675974683200003,4.0,11.0,0.0,2.0,6.2489738875,0.0,1.0,23.49447183,87.31681902
1275,1.0,2.0,646.118745435,4.0,0.0,0.0,1.0,8.923895571428572,0.0,1.0,23.53335019,87.30653739
1485,2.0,4.0,908.356290559,2.0,0.0,0.0,1.0,9.1687015,0.0,0.0,23.56395954,87.28386349
455,0.0,2.0,17.545389301900002,75.0,2.0,0.0,2.0,8.293336687368424,0.0,1.0,23.5003023,87.30599988
1678,1.0,1.0,1628.12972607,35.0,14.0,7.0,2.0,9.01153010689655,0.0,1.0,23.53572969,87.29752171
815,2.0,4.0,154.450941653,102.0,7.0,68.0,1.0,9.492735297272727,0.0,0.0,23.55934679,87.28476359
269,1.0,4.0,381.35259353099997,1.0,0.0,2.0,1.0,8.0655745,1.0,1.0,23.55250701,87.28705577
995,2.0,4.0,441.51718118800005,1.0,0.0,0.0,1.0,9.903122,1.0,0.0,23.55639637,87.28638227
201,1.0,3.0,396.09681079800004,5.0,1.0,0.0,0.0,8.645446750000001,0.0,1.0,23.54289413,87.28628567
161,0.0,4.0,46.11790187770001,6.0,5.0,0.0,1.0,8.645051966666667,0.0,1.0,23.50037549,87.3060321
1579,2.0,4.0,263.84996479299997,1.0,0.0,0.0,1.0,8.698844999999999,0.0,0.0,23.55562641,87.28551277
729,1.0,3.0,35.3258272016,25.0,15.0,0.0,0.0,9.840607833333337,0.0,0.0,23.53572142,87.29744644
401,1.0,4.0,236.536596393,2.0,0.0,3.0,1.0,9.102661,1.0,0.0,23.54382759,87.28432333
702,1.0,1.0,94.46601629790001,2.0,0.0,2.0,2.0,8.0051194,1.0,0.0,23.53916951,87.29369053
1500,1.0,4.0,401.741122473,2.0,13.0,0.0,1.0,8.228550585714286,1.0,0.0,23.53697946,87.30160088
1129,0.0,4.0,863.270822592,16.0,10.0,8.0,1.0,5.722629168181817,0.0,0.0,23.50325333,87.30749585
565,0.0,2.0,29.945499784299997,1.0,0.0,0.0,2.0,9.201622,0.0,1.0,23.49472988,87.31685263
1413,0.0,4.0,1256.19775825,6.0,6.0,0.0,1.0,8.839301277777778,1.0,0.0,23.49328201,87.31628912
1021,0.0,2.0,477.186613765,4.0,0.0,0.0,2.0,8.510804446153845,0.0,0.0,23.49850674,87.31012989
1025,1.0,2.0,263.56185975,1.0,0.0,0.0,1.0,6.0233155,0.0,0.0,23.5286125,87.30854236
1411,0.0,4.0,20.99575726,4.0,0.0,0.0,1.0,8.636591583333333,1.0,0.0,23.4933181,87.31651929
1585,0.0,4.0,85.1637586276,7.0,6.0,25.0,1.0,6.9986251482758615,1.0,0.0,23.49323578,87.31650035
1104,1.0,3.0,657.607239372,1.0,0.0,2.0,0.0,8.965797250000003,0.0,1.0,23.55010006,87.28515882
205,1.0,3.0,194.44229906,1.0,0.0,0.0,0.0,7.184501700000001,0.0,0.0,23.53844373,87.29560967
34,0.0,4.0,648.0835623090001,1.0,0.0,2.0,1.0,8.603072999999998,0.0,0.0,23.49610237,87.31426027
775,2.0,2.0,122.142259377,1.0,0.0,0.0,1.0,8.789817999999999,1.0,0.0,23.55601604,87.28635662
508,1.0,4.0,90.79115410950001,9.0,8.0,0.0,1.0,9.26564598148148,0.0,0.0,23.54407128,87.28802717
1451,0.0,4.0,2267.53489485,1.0,0.0,0.0,1.0,8.3026047,0.0,0.0,23.50785855,87.31032403
1478,1.0,4.0,291.29377004099996,23.0,10.0,0.0,1.0,8.987606083333333,0.0,0.0,23.54210731,87.28985007
1655,1.0,4.0,171.97175117700004,3.0,8.0,6.0,1.0,7.654968219999999,0.0,1.0,23.54702934,87.28256059
1390,1.0,1.0,79.860222758,1.0,0.0,0.0,2.0,9.42547625,0.0,0.0,23.53914541,87.29392902
91,1.0,4.0,650.9104863030001,2.0,0.0,0.0,1.0,8.123897999999999,0.0,1.0,23.53335627,87.30649121
1363,1.0,4.0,407.094180001,31.0,36.0,0.0,1.0,8.9437940852459,0.0,1.0,23.53762575,87.29675262
897,1.0,4.0,44.770455266099994,2.0,0.0,0.0,1.0,9.93783857,0.0,0.0,23.53550913,87.29662731
564,0.0,2.0,29.945499784299997,1.0,0.0,0.0,2.0,9.5894852,0.0,0.0,23.49499256,87.31678789
1369,1.0,4.0,651.026803289,1.0,0.0,0.0,1.0,9.594269,0.0,1.0,23.54446532,87.28309111
776,2.0,2.0,431.29176188400004,5.0,1.0,0.0,1.0,8.460218622222222,1.0,1.0,23.55506542,87.28575621
241,1.0,4.0,493.827852069,2.0,9.0,0.0,1.0,9.252429633333332,0.0,1.0,23.55120655,87.28598649999998
13,1.0,1.0,295.206572303,1.0,0.0,0.0,2.0,10.1365585,1.0,0.0,23.53832786,87.2958589
315,1.0,4.0,340.301968861,2.0,0.0,4.0,1.0,7.5298690750000015,0.0,0.0,23.53919896,87.29389673
600,1.0,4.0,20.9175170374,13.0,11.0,0.0,1.0,9.06400529130435,0.0,1.0,23.55003794,87.28511853
387,2.0,4.0,47.6846705314,12.0,7.0,0.0,1.0,8.123897999999999,0.0,0.0,23.56443243,87.2823805
1297,0.0,4.0,23.8857612127,17.0,5.0,20.0,1.0,8.555761744,1.0,0.0,23.49363099,87.31658728
166,0.0,1.0,66.0943404991,8.0,4.0,0.0,2.0,6.8900184583333335,1.0,0.0,23.49373946,87.31664059
840,1.0,4.0,254.968753343,14.0,6.0,7.0,1.0,8.340805766666668,0.0,1.0,23.55007323,87.28517122
20,1.0,1.0,161.036724147,1.0,14.0,0.0,2.0,8.91072825,1.0,1.0,23.5471091,87.28259317
646,1.0,4.0,79.8539728103,2.0,0.0,2.0,1.0,8.937459,0.0,0.0,23.53494657,87.2977971
1508,1.0,4.0,281.784581162,7.0,13.0,0.0,1.0,8.38998867,1.0,0.0,23.54200524,87.2897322
1154,2.0,4.0,266.366000623,1.0,2.0,2.0,1.0,9.5715255,0.0,0.0,23.56381781,87.28380113
1528,1.0,4.0,641.478671957,1.0,5.0,0.0,1.0,8.2678833,0.0,1.0,23.53335935,87.30645994
831,1.0,4.0,2674.12012702,3.0,0.0,8.0,1.0,8.930936,0.0,0.0,23.52751395,87.31113717
1267,0.0,2.0,437.351578207,7.0,5.0,0.0,2.0,5.3719652444444455,0.0,0.0,23.49336201,87.31623056
1590,1.0,4.0,270.58107060599997,1.0,0.0,2.0,1.0,5.2547835,1.0,0.0,23.52859794,87.30848728
562,0.0,2.0,419.63991011900004,1.0,0.0,0.0,2.0,8.0356445,0.0,1.0,23.50371803,87.30776983
1674,1.0,1.0,446.845196648,7.0,23.0,10.0,2.0,9.393266886363635,0.0,1.0,23.54174903,87.28988677
686,1.0,4.0,2248.87898192,1.0,0.0,0.0,1.0,8.0835345,0.0,0.0,23.52575989,87.31119078
957,1.0,3.0,1722.55522468,23.0,3.0,0.0,0.0,8.634412622727274,0.0,0.0,23.52628149,87.31119619
189,1.0,1.0,377.77585449400004,3.0,6.0,0.0,2.0,8.8846314,1.0,1.0,23.55251936,87.28700974
975,1.0,4.0,76.2298318921,4.0,46.0,0.0,1.0,8.661559892857143,0.0,1.0,23.53916093,87.29311284
699,1.0,1.0,297.843210692,1.0,0.0,3.0,2.0,9.458597666666668,1.0,0.0,23.54350042,87.28769457
1499,1.0,4.0,1359.25049455,2.0,1.0,0.0,1.0,8.463726800000002,1.0,1.0,23.5283992,87.31109735
510,1.0,4.0,427.10929040900004,4.0,0.0,0.0,1.0,8.960603444444445,0.0,1.0,23.54449327,87.28279175
1082,0.0,2.0,2169.4581253,1.0,0.0,0.0,2.0,7.425125200000001,1.0,1.0,23.50716544,87.30982006
474,1.0,4.0,15.1085771202,2.0,0.0,0.0,1.0,8.834940984615383,0.0,0.0,23.53534341,87.29870842
1584,0.0,4.0,37.8278893656,18.0,5.0,24.0,1.0,6.929365533333333,1.0,0.0,23.49351019,87.3167196
856,1.0,4.0,1820.57343412,10.0,11.0,24.0,1.0,8.741614333333334,0.0,0.0,23.53588944,87.29576052
747,0.0,2.0,862.23217399,17.0,16.0,0.0,2.0,8.756831694444449,0.0,0.0,23.50328075,87.30749969
252,1.0,4.0,341.135702046,5.0,0.0,7.0,1.0,8.409935888888889,1.0,0.0,23.52520545,87.3111779
21,1.0,1.0,410.763497767,4.0,6.0,0.0,2.0,8.3421048,1.0,1.0,23.54825199,87.28356346
1337,1.0,1.0,276.95159202,44.0,34.0,45.0,2.0,8.866824132653063,1.0,0.0,23.5390559,87.29462226
459,2.0,4.0,28.9662967529,1.0,0.0,0.0,1.0,8.1804885,0.0,0.0,23.56398999,87.28381625
1184,1.0,2.0,17.6312268983,2.0,3.0,0.0,1.0,8.112259057142857,0.0,1.0,23.55247718,87.28709883
276,0.0,1.0,19.9009891237,1.0,0.0,0.0,2.0,9.8013765,0.0,0.0,23.49325133,87.31632372
955,1.0,3.0,1557.126978,1.0,0.0,0.0,0.0,8.3265455,0.0,0.0,23.53446648,87.29791834
1215,1.0,2.0,331.46180117,1.0,0.0,0.0,1.0,7.9805755000000005,0.0,0.0,23.53585472,87.30058676
385,2.0,4.0,298.957791644,1.0,0.0,0.0,1.0,8.123897999999999,0.0,1.0,23.56186045,87.28330378
805,1.0,3.0,165.070961698,1.0,0.0,1.0,0.0,7.942276,1.0,0.0,23.53546604,87.2987097
1437,1.0,4.0,284.535613511,1.0,0.0,0.0,1.0,5.88565065,1.0,0.0,23.55330798,87.28671202
1515,1.0,4.0,99.78982544590001,5.0,15.0,0.0,1.0,7.7576662421052625,1.0,1.0,23.55244067,87.28696353
343,1.0,4.0,27.126577484299997,11.0,6.0,15.0,1.0,8.709120741176474,0.0,0.0,23.53518693,87.29767705
769,1.0,2.0,389.060603129,2.0,0.0,0.0,1.0,3.2624054433333334,0.0,1.0,23.55239505,87.28697369
1332,1.0,1.0,394.463364427,9.0,4.0,19.0,2.0,8.922459550000003,1.0,1.0,23.54824702,87.28374526
130,1.0,4.0,406.557989564,33.0,14.0,10.0,1.0,9.853765633333332,0.0,1.0,23.54832499,87.28364349
871,0.0,4.0,2331.59231412,4.0,0.0,5.0,1.0,9.189307,0.0,0.0,23.50736843,87.31000702
1123,0.0,4.0,74.8816391671,1.0,0.0,2.0,1.0,8.2200013,0.0,0.0,23.49421245,87.31683595
1396,1.0,1.0,226.65424888099997,3.0,0.0,0.0,2.0,7.926947,0.0,1.0,23.54541552,87.28128564
87,0.0,4.0,874.211697494,1.0,0.0,0.0,1.0,8.123897999999999,0.0,0.0,23.50329532,87.30747464
1482,1.0,4.0,492.20160757400004,3.0,12.0,0.0,1.0,8.473309400000002,0.0,1.0,23.55119211,87.28598866
330,0.0,4.0,123.949722344,1.0,0.0,0.0,1.0,9.67088325,0.0,0.0,23.49653224,87.31361742
1238,2.0,1.0,57.6872707819,4.0,2.0,5.0,1.0,6.8040008,0.0,0.0,23.55551893,87.28552094
466,1.0,4.0,379.03659874,1.0,0.0,0.0,1.0,9.9737545,0.0,0.0,23.5426211,87.28686590000002
121,1.0,4.0,303.576920904,34.0,10.0,30.0,1.0,9.030054895744682,0.0,0.0,23.53513745,87.29755521
1638,1.0,4.0,1357.55019681,4.0,1.0,1.0,1.0,7.4887051666666675,0.0,1.0,23.52828558,87.31103991
1044,2.0,2.0,566.0462464340001,2.0,5.0,0.0,1.0,9.4961115,0.0,0.0,23.55422053,87.28623933
1095,1.0,2.0,22.97962511,1.0,0.0,0.0,1.0,6.509346,1.0,1.0,23.54828394,87.28362004
1130,0.0,4.0,1989.41082491,1.0,0.0,2.0,1.0,9.728347500000002,0.0,0.0,23.51048621,87.31057226
1294,2.0,2.0,439.095947911,1.0,0.0,0.0,1.0,8.37921145,0.0,1.0,23.56417683,87.28323522
860,0.0,4.0,46.11790187770001,6.0,5.0,14.0,1.0,8.645051966666667,0.0,1.0,23.50037549,87.3060321
1459,1.0,4.0,276.84167548,14.0,5.0,0.0,1.0,8.9626494375,0.0,0.0,23.54207336,87.28980252
1126,0.0,4.0,848.5611679230002,5.0,12.0,13.0,1.0,9.40168675,0.0,1.0,23.4963371,87.31381818
