latitude,longitude,timestamp
23.5642633333,87.2831033333,08:12:42
23.564265,87.2831,08:12:43
23.564265,87.2830983333,08:12:44
23.564265,87.2830966667,08:12:45
23.5642666667,87.283095,08:12:46
23.5642666667,87.283095,08:12:47
23.5642666667,87.283095,08:12:48
23.5642666667,87.283095,08:12:49
23.5642683333,87.283095,08:12:50
23.5642683333,87.283095,08:12:51
23.5642683333,87.283095,08:12:52
23.5642683333,87.283095,08:12:53
23.5642683333,87.283095,08:12:54
23.5642683333,87.283095,08:12:55
23.5642666667,87.283095,08:12:56
23.5642666667,87.283095,08:12:57
23.5642666667,87.283095,08:12:58
23.5642666667,87.283095,08:12:59
23.5642683333,87.283095,08:13:00
23.5642683333,87.283095,08:13:01
23.5642683333,87.283095,08:13:02
23.5642683333,87.283095,08:13:03
23.5642683333,87.283095,08:13:04
23.5642683333,87.283095,08:13:05
23.5642683333,87.283095,08:13:06
23.5642683333,87.283095,08:13:07
23.5642666667,87.283095,08:13:08
23.5642666667,87.283095,08:13:09
23.5642666667,87.283095,08:13:10
23.5642666667,87.283095,08:13:11
23.5642683333,87.283095,08:13:12
23.5642683333,87.283095,08:13:13
23.5642683333,87.283095,08:13:14
23.5642683333,87.283095,08:13:15
23.5642683333,87.283095,08:13:16
23.5642683333,87.283095,08:13:17
23.5642683333,87.283095,08:13:18
23.5642683333,87.283095,08:13:19
23.5642683333,87.283095,08:13:20
23.5642683333,87.283095,08:13:21
23.5642683333,87.283095,08:13:22
23.5642683333,87.283095,08:13:23
23.5642683333,87.283095,08:13:24
23.5642683333,87.283095,08:13:25
23.5642683333,87.283095,08:13:26
23.5642683333,87.283095,08:13:27
23.5642683333,87.283095,08:13:28
23.5642683333,87.283095,08:13:29
23.5642683333,87.283095,08:13:30
23.5642683333,87.283095,08:13:31
23.5642683333,87.283095,08:13:32
23.5642683333,87.283095,08:13:33
23.5642683333,87.283095,08:13:34
23.5642683333,87.283095,08:13:35
23.5642683333,87.283095,08:13:36
23.5642683333,87.283095,08:13:37
23.5642683333,87.283095,08:13:38
23.5642683333,87.283095,08:13:39
23.5642683333,87.283095,08:13:40
23.5642683333,87.283095,08:13:41
23.5642683333,87.283095,08:13:42
23.5642683333,87.283095,08:13:43
23.5642683333,87.283095,08:13:44
23.5642683333,87.283095,08:13:45
23.5642666667,87.283095,08:13:46
23.5642666667,87.283095,08:13:47
23.5642666667,87.283095,08:13:48
23.5642666667,87.283095,08:13:49
23.5642666667,87.283095,08:13:50
23.5642666667,87.283095,08:13:51
23.5642666667,87.283095,08:13:52
23.5642666667,87.283095,08:13:53
23.5642666667,87.283095,08:13:54
23.5642666667,87.283095,08:13:55
23.5642666667,87.283095,08:13:56
23.5642666667,87.283095,08:13:57
23.5642666667,87.283095,08:13:58
23.5642666667,87.283095,08:13:59
23.5642666667,87.283095,08:14:00
23.5642666667,87.283095,08:14:01
23.5642666667,87.283095,08:14:02
23.5642666667,87.283095,08:14:03
23.5642666667,87.283095,08:14:04
23.5642666667,87.283095,08:14:05
23.5642666667,87.283095,08:14:06
23.5642666667,87.283095,08:14:07
23.5642666667,87.283095,08:14:08
23.5642666667,87.283095,08:14:09
23.5642666667,87.283095,08:14:10
23.5642666667,87.283095,08:14:11
23.5642666667,87.283095,08:14:12
23.5642666667,87.283095,08:14:13
23.5642666667,87.283095,08:14:14
23.5642666667,87.283095,08:14:15
23.5642666667,87.283095,08:14:16
23.5642683333,87.283095,08:14:17
23.5642683333,87.283095,08:14:18
23.5642683333,87.283095,08:14:19
23.5642683333,87.283095,08:14:20
23.5642683333,87.283095,08:14:21
23.5642683333,87.283095,08:14:22
23.5642683333,87.283095,08:14:23
23.5642683333,87.283095,08:14:24
23.5642683333,87.283095,08:14:25
23.5642683333,87.283095,08:14:26
23.5642683333,87.283095,08:14:27
23.5642683333,87.283095,08:14:28
23.5642683333,87.283095,08:14:29
23.5642683333,87.283095,08:14:30
23.5642683333,87.283095,08:14:31
23.5642683333,87.283095,08:14:32
23.5642683333,87.283095,08:14:33
23.5642683333,87.283095,08:14:34
23.5642683333,87.283095,08:14:35
23.5642683333,87.283095,08:14:36
23.5642683333,87.283095,08:14:37
23.5642683333,87.283095,08:14:38
23.5642683333,87.283095,08:14:39
23.5642683333,87.283095,08:14:40
23.5642683333,87.283095,08:14:41
23.5642683333,87.283095,08:14:42
23.5642683333,87.283095,08:14:43
23.5642683333,87.283095,08:14:44
23.5642683333,87.283095,08:14:45
23.5642683333,87.283095,08:14:46
23.5642683333,87.283095,08:14:47
23.5642683333,87.283095,08:14:48
23.5642683333,87.283095,08:14:49
23.5642683333,87.283095,08:14:50
23.5642683333,87.283095,08:14:51
23.5642683333,87.283095,08:14:52
23.5642683333,87.283095,08:14:53
23.5642683333,87.283095,08:14:54
23.5642683333,87.283095,08:14:55
23.5642683333,87.283095,08:14:56
23.5642683333,87.283095,08:14:57
23.5642683333,87.283095,08:14:58
23.5642683333,87.283095,08:14:59
23.5642683333,87.283095,08:15:00
23.5642683333,87.283095,08:15:01
23.5642683333,87.283095,08:15:02
23.5642683333,87.283095,08:15:03
23.5642683333,87.283095,08:15:04
23.5642683333,87.283095,08:15:05
23.5642683333,87.283095,08:15:06
23.5642683333,87.283095,08:15:07
23.5642683333,87.283095,08:15:08
23.5642683333,87.283095,08:15:09
23.5642683333,87.283095,08:15:10
23.5642683333,87.283095,08:15:11
23.5642683333,87.283095,08:15:12
23.5642683333,87.283095,08:15:13
23.5642683333,87.283095,08:15:14
23.5642683333,87.283095,08:15:15
23.5642683333,87.283095,08:15:16
23.5642683333,87.283095,08:15:17
23.5642683333,87.283095,08:15:18
23.5642683333,87.283095,08:15:19
23.5642683333,87.283095,08:15:20
23.5642683333,87.283095,08:15:21
23.5642683333,87.283095,08:15:22
23.5642683333,87.283095,08:15:23
23.5642683333,87.283095,08:15:24
23.5642683333,87.283095,08:15:25
23.5642683333,87.283095,08:15:26
23.5642683333,87.283095,08:15:27
23.5642683333,87.283095,08:15:28
23.5642683333,87.283095,08:15:29
23.5642683333,87.283095,08:15:30
23.5642683333,87.283095,08:15:31
23.5642683333,87.283095,08:15:32
23.5642683333,87.283095,08:15:33
23.5642683333,87.283095,08:15:34
23.5642683333,87.283095,08:15:35
23.5642683333,87.283095,08:15:36
23.5642683333,87.283095,08:15:37
23.5642683333,87.283095,08:15:38
23.5642683333,87.283095,08:15:39
23.5642683333,87.283095,08:15:40
