Latitude,Longitude,Time
23.5642566667,87.282925,09:31:57
23.5642566667,87.282925,09:31:58
23.5642566667,87.282925,09:31:59
23.5642566667,87.282925,09:32:00
23.5642566667,87.282925,09:32:01
23.5642566667,87.282925,09:32:02
23.5642566667,87.282925,09:32:03
23.5642566667,87.282925,09:32:04
23.5642566667,87.282925,09:32:05
23.5642566667,87.282925,09:32:06
23.5642566667,87.282925,09:32:07
23.5642566667,87.282925,09:32:08
23.5642566667,87.282925,09:32:09
23.5642566667,87.282925,09:32:10
23.5642566667,87.282925,09:32:11
23.5642566667,87.282925,09:32:12
23.5642566667,87.282925,09:32:13
23.5642533333,87.282925,09:32:14
23.5642533333,87.282925,09:32:15
23.5642533333,87.282925,09:32:16
23.5642533333,87.282925,09:32:17
23.5642533333,87.282925,09:32:18
23.5642533333,87.282925,09:32:19
23.5642533333,87.282925,09:32:20
23.5642533333,87.282925,09:32:21
23.5642533333,87.282925,09:32:22
23.5642533333,87.282925,09:32:23
23.5642533333,87.282925,09:32:24
23.5642533333,87.282925,09:32:25
23.5642533333,87.282925,09:32:26
23.5642533333,87.282925,09:32:27
23.5642533333,87.282925,09:32:28
23.5642533333,87.282925,09:32:29
23.5642533333,87.282925,09:32:30
23.5642533333,87.282925,09:32:31
23.5642533333,87.282925,09:32:32
23.5642533333,87.282925,09:32:33
23.5642533333,87.282925,09:32:34
23.5642533333,87.282925,09:32:35
23.5642533333,87.282925,09:32:36
23.5642533333,87.282925,09:32:37
23.5642533333,87.282925,09:32:38
23.5642533333,87.282925,09:32:39
23.5642533333,87.282925,09:32:40
23.5642533333,87.282925,09:32:41
23.5642533333,87.282925,09:32:42
23.5642533333,87.282925,09:32:43
23.5642533333,87.282925,09:32:44
23.5642533333,87.282925,09:32:45
23.5642533333,87.282925,09:32:46
23.5642533333,87.282925,09:32:47
23.5642533333,87.282925,09:32:48
23.5642533333,87.282925,09:32:49
23.5642533333,87.282925,09:32:50
23.5642533333,87.282925,09:32:51
23.5642533333,87.282925,09:32:52
23.5642533333,87.282925,09:32:53
23.5642533333,87.282925,09:32:54
23.5642533333,87.282925,09:32:55
23.5642533333,87.282925,09:32:56
23.5642533333,87.282925,09:32:57
23.5642533333,87.282925,09:32:58
23.5642533333,87.282925,09:32:59
23.5642533333,87.282925,09:33:00
23.5642533333,87.282925,09:33:01
23.5642533333,87.282925,09:33:02
23.5642533333,87.282925,09:33:03
23.5642533333,87.282925,09:33:04
23.5642533333,87.282925,09:33:05
23.5642533333,87.282925,09:33:06
23.5642533333,87.282925,09:33:07
23.5642533333,87.282925,09:33:08
23.5642533333,87.282925,09:33:09
23.5642533333,87.282925,09:33:10
23.5642533333,87.282925,09:33:11
23.5642533333,87.282925,09:33:12
23.5642533333,87.282925,09:33:13
23.5642533333,87.282925,09:33:14
23.5642533333,87.282925,09:33:15
23.5642533333,87.282925,09:33:16
23.5642533333,87.282925,09:33:17
23.5642533333,87.282925,09:33:18
23.5642533333,87.282925,09:33:19
23.5642533333,87.282925,09:33:20
23.5642533333,87.282925,09:33:21
23.5642533333,87.282925,09:33:22
23.5642533333,87.282925,09:33:23
23.5642533333,87.282925,09:33:24
23.5642533333,87.282925,09:33:25
23.5642533333,87.282925,09:33:26
23.5642533333,87.282925,09:33:27
23.5642533333,87.282925,09:33:28
23.5642533333,87.282925,09:33:29
23.5642533333,87.282925,09:33:30
23.5642533333,87.282925,09:33:31
23.5642533333,87.282925,09:33:32
23.5642533333,87.282925,09:33:33
23.5642533333,87.282925,09:33:34
23.5642533333,87.282925,09:33:35
23.5642533333,87.282925,09:33:36
23.5642533333,87.282925,09:33:37
23.5642533333,87.282925,09:33:38
23.5642533333,87.282925,09:33:39
23.5642533333,87.282925,09:33:40
23.5642533333,87.282925,09:33:41
23.5642533333,87.282925,09:33:42
23.5642533333,87.282925,09:33:43
23.5642533333,87.282925,09:33:44
23.5642533333,87.282925,09:33:45
23.5642533333,87.282925,09:33:46
23.5642533333,87.282925,09:33:47
23.5642533333,87.282925,09:33:48
23.5642533333,87.282925,09:33:49
23.5642533333,87.282925,09:33:50
23.5642533333,87.282925,09:33:51
23.5642533333,87.282925,09:33:52
23.5642533333,87.282925,09:33:53
23.5642533333,87.282925,09:33:54
23.5642533333,87.282925,09:33:55
23.5642533333,87.282925,09:33:56
23.5642533333,87.282925,09:33:57
23.5642533333,87.282925,09:33:58
23.5642533333,87.282925,09:33:59
23.5642533333,87.282925,09:34:00
23.5642533333,87.282925,09:34:01
23.5642533333,87.282925,09:34:02
23.5642533333,87.282925,09:34:03
23.5642533333,87.282925,09:34:04
23.5642533333,87.282925,09:34:05
23.5642533333,87.282925,09:34:06
23.5642533333,87.282925,09:34:07
23.5642533333,87.282925,09:34:08
23.5642533333,87.282925,09:34:09
23.5642533333,87.282925,09:34:10
23.5642533333,87.282925,09:34:11
23.5642533333,87.282925,09:34:12
23.5642533333,87.282925,09:34:13
23.5642533333,87.282925,09:34:14
23.5642533333,87.282925,09:34:15
23.5642533333,87.282925,09:34:16
23.5642533333,87.282925,09:34:17
23.5642533333,87.282925,09:34:18
23.5642533333,87.282925,09:34:19
23.5642533333,87.282925,09:34:20
23.5642533333,87.282925,09:34:21
23.5642533333,87.282925,09:34:22
23.5642533333,87.282925,09:34:23
23.5642533333,87.282925,09:34:24
23.5642533333,87.282925,09:34:25
23.5642533333,87.282925,09:34:26
23.5642533333,87.282925,09:34:27
23.5642533333,87.282925,09:34:28
23.5642533333,87.282925,09:34:29
23.5642533333,87.282925,09:34:30
23.5642533333,87.282925,09:34:31
23.5642533333,87.282925,09:34:32
23.5642533333,87.282925,09:34:33
23.5642533333,87.282925,09:34:34
23.5642533333,87.282925,09:34:35
23.5642533333,87.282925,09:34:36
23.5642533333,87.282925,09:34:37
23.5642533333,87.282925,09:34:38
23.5642533333,87.282925,09:34:39
23.5642533333,87.282925,09:34:40
23.5642533333,87.282925,09:34:41
23.5642533333,87.282925,09:34:42
23.5642533333,87.282925,09:34:43
23.5642533333,87.282925,09:34:44
23.5642533333,87.282925,09:34:45
23.5642533333,87.282925,09:34:46
23.5642566667,87.28291,09:34:47
23.5642566667,87.28291,09:34:48
23.5642616667,87.2828933333,09:34:49
23.5642616667,87.2828766667,09:34:50
23.5642616667,87.2828766667,09:34:51
23.5642616667,87.28286,09:34:52
23.5642616667,87.282845,09:34:53
23.5642616667,87.2828283333,09:34:54
23.5642616667,87.2828283333,09:34:55
23.564265,87.2828116667,09:34:56
23.564265,87.2828116667,09:34:57
23.56427,87.2828116667,09:34:58
23.564265,87.2828116667,09:34:59
23.564265,87.2828116667,09:35:00
23.564265,87.2828116667,09:35:01
23.564265,87.2828116667,09:35:02
23.564265,87.2828116667,09:35:03
23.564265,87.2828116667,09:35:04
23.564265,87.2828116667,09:35:05
23.564265,87.2828116667,09:35:06
23.564265,87.2828116667,09:35:07
23.564265,87.2828116667,09:35:08
23.564265,87.2828116667,09:35:09
23.564265,87.2828116667,09:35:10
23.564265,87.2828116667,09:35:11
23.564265,87.2828116667,09:35:12
23.564265,87.2828116667,09:35:13
23.564265,87.2828116667,09:35:14
23.564265,87.2828116667,09:35:15
23.564265,87.2828116667,09:35:16
23.564265,87.2828116667,09:35:17
23.564265,87.2828116667,09:35:18
23.564265,87.2828116667,09:35:19
23.564265,87.2828116667,09:35:20
23.564265,87.2828116667,09:35:21
23.564265,87.2828116667,09:35:22
23.564265,87.2828116667,09:35:23
23.564265,87.2828116667,09:35:24
23.564265,87.2828116667,09:35:25
23.564265,87.2828116667,09:35:26
23.564265,87.2828116667,09:35:27
23.564265,87.2828116667,09:35:28
23.564265,87.2828116667,09:35:29
23.564265,87.2828116667,09:35:30
23.564265,87.2828116667,09:35:31
23.564265,87.2828116667,09:35:32
23.564265,87.2828116667,09:35:33
23.564265,87.2828116667,09:35:34
23.564265,87.2828116667,09:35:35
23.564265,87.2828116667,09:35:36
23.564265,87.2828116667,09:35:37
23.564265,87.2828116667,09:35:38
23.564265,87.2828116667,09:35:39
23.564265,87.2828116667,09:35:40
23.564265,87.2828116667,09:35:41
23.564265,87.2828116667,09:35:42
23.564265,87.2828116667,09:35:43
23.564265,87.2828116667,09:35:44
23.564265,87.2828116667,09:35:45
23.564265,87.2828116667,09:35:46
23.564265,87.2828116667,09:35:47
23.564265,87.2828116667,09:35:48
23.564265,87.2828116667,09:35:49
23.564265,87.2828116667,09:35:50
23.564265,87.2828116667,09:35:51
23.564265,87.2828116667,09:35:52
23.564265,87.2828116667,09:35:53
23.564265,87.2828116667,09:35:54
23.564265,87.2828116667,09:35:55
23.564265,87.2828116667,09:35:56
23.564265,87.2828116667,09:35:57
23.564265,87.2828116667,09:35:58
23.564265,87.2828116667,09:35:59
23.564265,87.2828116667,09:36:00
23.564265,87.2828116667,09:36:01
23.564265,87.2828116667,09:36:02
23.564265,87.2828116667,09:36:03
23.564265,87.2828116667,09:36:04
23.564265,87.2828116667,09:36:05
23.564265,87.2828116667,09:36:06
23.564265,87.2828116667,09:36:07
23.564265,87.2828116667,09:36:08
23.564265,87.2828116667,09:36:09
23.564265,87.2828116667,09:36:10
23.564265,87.2828116667,09:36:11
